textbox22,,,,,,,,,,,,,,,,,,,,,
generated on 11/02/2020 03:47:55 UTC,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Republic of Moldova,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,32,0,2,0,,0,2,0,0,0,0,2,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,31,0,0,2,,0,2,0,0,0,0,2,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,37,0,3,2,,0,5,0,0,0,0,5,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,23,0,3,0,,0,3,0,1,0,1,4,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,22,0,1,4,,0,5,0,0,0,0,5,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,18,0,7,1,,0,8,0,2,0,2,10,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,40,0,11,1,,0,12,0,6,0,6,18,,No Report
Republic of Moldova,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,38,0,9,4,,0,13,0,0,2,2,15,,No Report
Romania,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,50,0,0,0,,1,1,0,0,5,5,6,,No Report
Romania,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,41,0,1,1,,1,3,0,0,10,10,13,,No Report
Romania,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,77,0,0,0,,5,5,0,0,25,25,30,,No Report
Romania,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,17,0,0,1,,2,3,0,0,3,3,6,,No Report
Romania,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,88,0,3,2,,5,10,0,0,21,21,31,,No Report
Romania,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,112,0,7,4,,6,17,0,0,19,19,36,,No Report
Romania,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,157,0,9,7,,28,44,0,0,30,30,74,,No Report
Romania,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,219,0,21,26,,33,80,0,0,53,53,133,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,0,2634,0,11,1,,3,15,0,0,55,55,70,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,0,2940,0,39,2,,1,42,0,0,90,90,132,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,0,2864,0,70,11,,2,83,0,0,159,159,242,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,0,2823,0,73,14,,11,98,0,0,195,195,293,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,0,835,0,26,1,,4,31,0,0,105,105,136,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,0,1922,0,138,11,,0,149,0,0,218,218,367,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,0,3383,0,226,26,,21,273,0,0,369,369,642,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,0,3814,0,307,34,,21,362,0,0,471,471,833,0,No Report
Russian Federation,European Region of WHO,Eastern Europe,2020,5,1/27/2020,2/2/2020,0,0,,,,,,0,,,0,0,0,0,No Report
Saint Kitts and Nevis,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,6,,,,,,0,,4,,4,4,2,No Report
Saint Kitts and Nevis,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,1,,,,,,0,,1,,1,1,0,No Report
Saint Kitts and Nevis,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,5,,,,,,0,,3,,3,3,2,No Report
Saint Vincent and the Grenadines,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,1,,,,,,0,,0,0,0,0,1,No Report
Saint Vincent and the Grenadines,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,1,,,,,,0,,0,0,0,0,1,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,376,370,,44,,,52,96,,,27,27,123,253,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,370,351,,34,,,33,67,,,24,24,91,279,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,402,376,,36,,,35,71,,,14,14,85,317,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,372,318,,34,,,28,62,,,15,15,77,295,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,297,138,,24,,,26,50,,,10,10,60,237,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,302,91,,26,,,17,43,,,7,7,50,252,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,320,99,,24,,,11,35,,,6,6,41,279,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,320,88,,22,,,14,36,,,7,7,43,277,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2020,5,1/27/2020,2/2/2020,330,85,,27,,,12,39,,,14,14,53,277,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2020,6,2/3/2020,2/9/2020,180,38,,7,,,4,11,,,3,3,14,166,No Report
Senegal,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,26,26,,,,,,0,,3,,3,3,23,No Report
Senegal,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,30,30,,,,,,0,,5,,5,5,25,No Report
Senegal,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,31,31,,,1,,,1,,11,,11,12,19,No Report
Senegal,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,21,21,,,,,,0,,4,1,5,5,16,No Report
Senegal,African Region of WHO,Western Africa,2020,1,12/30/2019,1/5/2020,13,13,,,2,,,2,,5,,5,7,6,No Report
Serbia,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,22,33,0,0,0,0,0,0,0,6,0,6,6,18,No Activity
Serbia,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,63,84,0,2,0,0,0,2,0,7,0,7,9,58,No Activity
Serbia,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,62,80,0,2,0,0,0,2,0,8,0,8,10,55,Sporadic
Serbia,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,48,73,0,4,0,0,0,4,0,4,0,4,8,45,Sporadic
Serbia,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,30,49,0,2,0,0,0,2,0,8,0,8,10,26,Sporadic
Serbia,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,32,91,0,18,1,0,2,21,0,3,0,3,24,28,Sporadic
Serbia,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,64,146,0,26,14,0,2,42,0,18,0,18,60,46,Sporadic
Serbia,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,116,288,0,80,68,0,11,159,0,20,0,20,179,29,Sporadic
Serbia,European Region of WHO,South West Europe,2020,5,1/27/2020,2/2/2020,196,196,,43,60,0,11,114,0,2,0,2,116,80,Sporadic
Seychelles,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,1,1,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2019,50,12/9/2019,12/15/2019,3,3,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2019,51,12/16/2019,12/22/2019,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2019,52,12/23/2019,12/29/2019,2,2,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2020,1,12/30/2019,1/5/2020,1,1,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2020,2,1/6/2020,1/12/2020,4,4,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2020,3,1/13/2020,1/19/2020,5,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Seychelles,African Region of WHO,Eastern Africa,2020,4,1/20/2020,1/26/2020,0,0,,0,0,0,0,0,0,0,0,0,0,,No Report
Sierra Leone,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,0,0,,,,,,0,,,0,0,0,,No Report
Sierra Leone,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,0,0,,,,,,0,,,0,0,0,,No Report
Sierra Leone,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,0,0,,,,,,0,,,0,0,0,,No Report
Sierra Leone,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,0,0,,,,,,0,,,0,0,0,,No Report
Singapore,Western Pacific Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,74,74,0,28,11,0,0,39,0,0,0,0,39,34,Local Outbreak
Singapore,Western Pacific Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,97,97,0,32,5,0,0,37,0,0,0,0,37,58,Local Outbreak
Singapore,Western Pacific Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,105,105,0,47,8,0,1,56,0,0,0,0,56,45,Local Outbreak
Singapore,Western Pacific Region of WHO,South-East Asia,2019,52,12/23/2019,12/29/2019,74,74,0,39,4,0,0,43,0,0,0,0,43,28,No Report
Slovakia,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,23,0,0,0,,0,0,0,0,0,0,0,,No Report
Slovakia,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,23,0,0,0,,0,0,0,0,0,0,0,,No Report
Slovakia,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,28,0,0,0,,0,0,0,0,0,0,0,,No Report
Slovakia,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,16,0,0,0,,0,0,0,0,2,2,2,,No Report
Slovakia,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Slovakia,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,29,0,0,0,,0,0,0,0,6,6,6,,No Report
Slovakia,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,26,0,1,1,,0,2,0,0,1,1,3,,No Report
Slovakia,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,34,0,2,1,,4,7,0,0,4,4,11,,No Report
Slovenia,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,477,0,9,3,,33,45,0,0,6,6,51,,No Report
Slovenia,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,607,0,24,1,,46,71,0,0,0,0,71,,No Report
Slovenia,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,677,0,6,4,,51,61,0,1,5,6,67,,No Report
Slovenia,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,544,0,12,6,,37,55,0,1,7,8,63,,No Report
Slovenia,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,466,0,12,3,,45,60,0,0,11,11,71,,No Report
Slovenia,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,793,0,20,9,,88,117,0,5,6,11,128,,No Report
Slovenia,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,916,0,37,38,,126,201,0,6,14,20,221,,No Report
Slovenia,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,680,0,29,54,,48,131,0,20,23,43,174,,No Report
South Africa,African Region of WHO,Southern Africa,2019,49,12/2/2019,12/8/2019,79,79,0,0,0,0,0,0,0,0,0,0,0,79,No Activity
South Africa,African Region of WHO,Southern Africa,2019,50,12/9/2019,12/15/2019,60,60,0,0,0,0,0,0,0,0,0,0,0,60,No Activity
South Africa,African Region of WHO,Southern Africa,2019,51,12/16/2019,12/22/2019,58,58,0,0,0,0,0,0,0,0,0,0,0,58,No Activity
South Africa,African Region of WHO,Southern Africa,2019,52,12/23/2019,12/29/2019,39,39,0,0,0,0,0,0,0,0,0,0,0,39,No Activity
Spain,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,91,546,0,25,4,,2,31,0,0,17,17,48,91,No Report
Spain,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,66,657,0,36,2,0,4,42,0,0,24,24,66,59,No Report
Spain,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,105,867,0,82,11,0,7,100,0,0,43,43,143,107,No Report
Spain,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,73,956,0,150,9,0,59,218,0,0,48,48,266,67,No Report
Spain,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,97,1251,0,216,14,0,222,452,0,0,45,45,497,88,No Report
Spain,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,159,1778,0,404,25,0,541,970,0,0,101,101,1071,123,No Report
Spain,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,213,2307,0,528,27,0,697,1252,0,0,178,178,1430,153,No Report
Spain,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,241,2271,0,353,41,0,611,1005,0,0,256,256,1261,149,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2019,49,12/2/2019,12/8/2019,,10,0,0,0,,0,0,0,0,0,0,0,10,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2019,50,12/9/2019,12/15/2019,,13,0,0,0,,0,0,0,0,0,0,0,13,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2020,1,12/30/2019,1/5/2020,,18,0,1,0,,0,1,0,0,1,1,2,16,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2020,2,1/6/2020,1/12/2020,,18,0,5,0,,0,5,0,0,0,0,5,13,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2020,3,1/13/2020,1/19/2020,,29,0,5,0,,0,5,0,0,1,1,6,23,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2020,4,1/20/2020,1/26/2020,,17,0,1,0,,0,1,0,1,0,1,2,15,No Report
Suriname,Region of the Americas of WHO,Tropical South America,2020,5,1/27/2020,2/2/2020,,7,0,1,0,,0,1,0,0,0,0,1,6,No Report
Sweden,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,1896,0,6,12,,104,122,0,2,14,16,138,,No Report
Sweden,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,2227,0,13,14,,142,169,0,4,25,29,198,,No Report
Sweden,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,2587,0,21,20,,198,239,0,7,51,58,297,,No Report
Sweden,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,2410,0,17,17,,232,266,0,4,49,53,319,,No Report
Sweden,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,2680,0,17,35,,277,329,0,9,76,85,414,,No Report
Sweden,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,2778,0,15,22,,245,282,0,12,82,94,376,,No Report
Sweden,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,2517,0,14,16,,184,214,0,11,85,96,310,,No Report
Sweden,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,2536,0,7,22,,204,233,0,9,118,127,360,,No Report
Switzerland,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,23,0,3,2,,29,34,0,2,5,7,41,,No Report
Switzerland,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,21,0,1,2,,78,81,0,1,9,10,91,,No Report
Switzerland,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,23,0,10,4,,112,126,0,2,21,23,149,,No Report
Switzerland,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,15,0,7,3,,161,171,0,1,38,39,210,,No Report
Switzerland,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,22,0,8,2,,218,228,0,3,46,49,277,,No Report
Switzerland,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,71,0,15,13,,337,365,0,5,75,80,445,,No Report
Switzerland,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,89,0,40,11,,491,542,0,12,119,131,673,,No Report
Switzerland,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,67,0,7,5,,397,409,0,6,89,95,504,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,49,12/2/2019,12/8/2019,,6,0,0,0,,0,0,0,0,1,1,1,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,50,12/9/2019,12/15/2019,,28,0,0,0,,1,1,0,0,6,6,7,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,51,12/16/2019,12/22/2019,,26,0,0,0,,2,2,0,0,7,7,9,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,52,12/23/2019,12/29/2019,,19,0,0,0,,1,1,0,0,2,2,3,,No Report
Tajikistan,European Region of WHO,Central Asia,2020,1,12/30/2019,1/5/2020,,25,0,0,0,,1,1,0,0,4,4,5,,No Report
Tajikistan,European Region of WHO,Central Asia,2020,2,1/6/2020,1/12/2020,,12,0,0,0,,0,0,0,0,2,2,2,,No Report
Tajikistan,European Region of WHO,Central Asia,2020,3,1/13/2020,1/19/2020,,25,0,0,1,,0,1,0,0,3,3,4,,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,152,152,,30,4,,,34,,,0,0,34,118,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,70,70,,12,4,,,16,,,0,0,16,54,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,35,35,,8,4,,,12,0,2,0,2,14,21,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2019,52,12/23/2019,12/29/2019,65,65,,4,1,,,5,0,1,0,1,6,59,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2020,1,12/30/2019,1/5/2020,16,16,,1,0,,,1,,,0,0,1,15,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2020,2,1/6/2020,1/12/2020,90,90,,12,4,,,16,,,0,0,16,74,No Report
Thailand,South-East Asia Region of WHO,South-East Asia,2020,3,1/13/2020,1/19/2020,65,65,,13,3,,,16,,,1,1,17,48,No Report
Togo,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,21,21,0,0,7,0,0,7,,,0,0,7,,No Report
Togo,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,16,16,0,0,1,0,0,1,,,1,1,2,,No Report
Togo,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,25,25,0,0,0,0,0,0,,,0,0,0,,No Report
Togo,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,27,27,0,0,0,0,0,0,,,0,0,0,,No Report
Togo,African Region of WHO,Western Africa,2020,1,12/30/2019,1/5/2020,6,6,0,0,0,0,0,0,,,0,0,0,,No Report
Togo,African Region of WHO,Western Africa,2020,2,1/6/2020,1/12/2020,37,37,0,0,0,0,0,0,,,0,0,0,,No Report
Togo,African Region of WHO,Western Africa,2020,3,1/13/2020,1/19/2020,34,34,0,0,0,0,0,0,,,1,1,1,,No Report
Togo,African Region of WHO,Western Africa,2020,4,1/20/2020,1/26/2020,49,49,0,0,0,0,0,0,,,0,0,0,,No Report
Togo,African Region of WHO,Western Africa,2020,5,1/27/2020,2/2/2020,44,44,0,0,0,0,0,0,,,0,0,0,,No Report
Togo,African Region of WHO,Western Africa,2020,6,2/3/2020,2/9/2020,21,21,0,0,0,0,0,0,,,0,0,0,,No Report
Trinidad and Tobago,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,13,,1,,,,1,,0,0,0,1,12,No Report
Trinidad and Tobago,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,6,,,,,,0,,0,0,0,0,6,No Report
Trinidad and Tobago,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,5,,1,,,,1,,0,0,0,1,4,No Report
Trinidad and Tobago,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,2,,,,,,0,,0,0,0,0,2,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2019,49,12/2/2019,12/8/2019,23,23,,,,,,0,,,1,1,1,22,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2019,50,12/9/2019,12/15/2019,29,29,,,,,,0,,,3,3,3,26,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2019,51,12/16/2019,12/22/2019,35,,,2,,,,2,,,4,4,6,29,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2019,52,12/23/2019,12/29/2019,37,37,,,,,,0,,,3,3,3,22,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2020,1,12/30/2019,1/5/2020,30,30,,,,,,0,,,3,3,3,,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2020,2,1/6/2020,1/12/2020,29,29,,4,,,,4,,,3,3,7,,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2020,3,1/13/2020,1/19/2020,35,,,1,,,,1,,,6,6,7,28,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2020,4,1/20/2020,1/26/2020,72,,,19,,,,19,,,6,6,25,47,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2020,5,1/27/2020,2/2/2020,96,,,30,,,,30,,,9,9,39,57,No Report
Tunisia,Eastern Mediterranean Region of WHO,Northern Africa,2020,6,2/3/2020,2/9/2020,100,,,31,2,,,33,,,9,9,42,,No Report
Turkey,European Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,,179,0,14,0,,0,14,0,0,3,3,17,,No Report
Turkey,European Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,,240,0,26,0,,0,26,0,0,16,16,42,,No Report
Turkey,European Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,,353,0,76,0,,0,76,0,0,25,25,101,,No Report
Turkey,European Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,,499,0,141,3,,0,144,0,0,75,75,219,,No Report
Turkey,European Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,,333,0,140,1,,0,141,0,0,38,38,179,,No Report
Turkey,European Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,,601,0,196,1,,0,197,0,0,103,103,300,,No Report
Turkmenistan,European Region of WHO,Central Asia,2019,49,12/2/2019,12/8/2019,,19,0,0,0,,0,0,0,0,0,0,0,,No Report
Turkmenistan,European Region of WHO,Central Asia,2019,50,12/9/2019,12/15/2019,,14,0,0,0,,0,0,0,0,0,0,0,,No Report
Turkmenistan,European Region of WHO,Central Asia,2019,51,12/16/2019,12/22/2019,,14,0,0,0,,0,0,0,0,0,0,0,,No Report
Turkmenistan,European Region of WHO,Central Asia,2019,52,12/23/2019,12/29/2019,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Turkmenistan,European Region of WHO,Central Asia,2020,1,12/30/2019,1/5/2020,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Turkmenistan,European Region of WHO,Central Asia,2020,2,1/6/2020,1/12/2020,,12,0,0,0,,0,0,0,0,0,0,0,,No Report
Turkmenistan,European Region of WHO,Central Asia,2020,3,1/13/2020,1/19/2020,,26,0,0,0,,0,0,0,0,0,0,0,,No Report
Uganda,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,15,15,,2,0,0,0,2,,,1,1,3,12,No Report
Uganda,African Region of WHO,Eastern Africa,2019,50,12/9/2019,12/15/2019,28,27,,3,3,0,1,7,,,2,2,9,19,No Report
Uganda,African Region of WHO,Eastern Africa,2019,51,12/16/2019,12/22/2019,31,31,,4,1,0,0,5,,,5,5,10,21,No Report
Uganda,African Region of WHO,Eastern Africa,2020,1,12/30/2019,1/5/2020,15,15,,1,0,0,0,1,,,1,1,2,13,No Report
Uganda,African Region of WHO,Eastern Africa,2020,2,1/6/2020,1/12/2020,21,21,,2,0,0,0,2,,,0,0,2,19,No Report
Uganda,African Region of WHO,Eastern Africa,2020,3,1/13/2020,1/19/2020,11,11,,0,0,0,0,0,,,0,0,0,11,No Report
Uganda,African Region of WHO,Eastern Africa,2020,4,1/20/2020,1/26/2020,4,4,,0,0,0,0,0,,,0,0,0,4,No Report
Uganda,African Region of WHO,Eastern Africa,2020,5,1/27/2020,2/2/2020,10,10,,0,0,0,0,0,,,0,0,0,10,No Report
Ukraine,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,30,0,1,0,,0,1,0,0,1,1,2,,No Report
Ukraine,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,25,0,3,0,,0,3,0,0,0,0,3,,No Report
Ukraine,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,36,0,4,0,,0,4,0,0,0,0,4,,No Report
Ukraine,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,15,5,2,0,,0,7,0,0,0,0,7,,No Report
Ukraine,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,29,0,13,0,,2,15,0,0,1,1,16,,No Report
Ukraine,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,35,0,7,0,,0,7,0,0,2,2,9,,No Report
Ukraine,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,129,0,30,2,,3,35,0,0,3,3,38,,No Report
Ukraine,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,229,0,80,0,,12,92,0,0,6,6,98,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,2974,0,42,767,,211,1020,0,0,15,15,1035,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,3292,0,40,818,,312,1170,0,0,20,20,1190,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,3808,0,69,877,,425,1371,0,0,25,25,1396,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,3093,0,71,653,,469,1193,0,0,12,12,1205,,No Report
United Kingdom of Great Britain and Northern Ireland,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,3163,0,82,395,,397,874,0,0,36,36,910,,No Report
